QGC WPL 110
1	0	3	16	0	0	0	0	35.59564499389637	51.2032762169838	10	1
2	0	3	16	0	0	0	0	35.595300391226075	51.20297849178315	10	1
3	0	3	16	0	0	0	0	35.59457846563258	51.202366948127754	10	1
4	0	3	16	0	0	0	0	35.595134632451185	51.20207726955414	10	1
5	0	3	16	0	0	0	0	35.595472692746675	51.20193779468537	10	1
6	0	3	16	0	0	0	0	35.59638653891508	51.202759891748435	10	1
7	0	3	16	0	0	0	0	35.59679656674052	51.203134059906006	10	1
8	0	3	16	0	0	0	0	35.59627094558474	51.20387971401215	10	1
9	0	3	16	0	0	0	0	35.5958107516144	51.20343983173371	10	1
10	0	3	16	0	0	0	0	35.5958107516144	51.20343983173371	10	1
11	0	3	16	0	0	0	0	35.59588490627184	51.20289266109467	10	1
12	0	3	16	0	0	0	0	35.59588490627184	51.20289266109467	10	1
